Sexo;Universidad;Ámbito de estudio ISCED 1999;Total
Ambos Sexos;Camilo José Cela;520 - Ingeniería y profesiones afines;..
Ambos Sexos;Camilo José Cela;521 - Mecánica y metalurgia;..
Ambos Sexos;Camilo José Cela;522 - Electricidad y energía;..
Ambos Sexos;Camilo José Cela;523 - Electrónica y automática;..
Ambos Sexos;Camilo José Cela;524 - Procesos químicos;..
Ambos Sexos;Camilo José Cela;525 - Vehículos de motor, barcos y aeronaves;..
Ambos Sexos;Camilo José Cela;541 - Industria de la alimentación;..
Ambos Sexos;Camilo José Cela;544 - Minería y extracción;..
Ambos Sexos;Camilo José Cela;581 - Arquitectura y urbanismo;249
Ambos Sexos;Camilo José Cela;582 - Construcción e ingeniería civil;..
Ambos Sexos;Camilo José Cela;Total Agricultura y veterinaria;..
Ambos Sexos;Camilo José Cela;621 - Producción agrícola y explotación ganadera;..
Ambos Sexos;Camilo José Cela;623 - Silvicultura;..
Ambos Sexos;Camilo José Cela;641 - Veterinaria;..
Ambos Sexos;Camilo José Cela;Total Salud y servicios sociales;218
Ambos Sexos;Camilo José Cela;720 - Salud;..
Ambos Sexos;Camilo José Cela;721 - Medicina;..
Ambos Sexos;Camilo José Cela;723 - Enfermería y atención a enfermos;106
Ambos Sexos;Camilo José Cela;724 - Estudios dentales;..
Ambos Sexos;Camilo José Cela;725 - Tecnología de diagnóstico y tratamiento médico;..
Ambos Sexos;Camilo José Cela;726 - Terapia y rehabilitación;112
Ambos Sexos;Camilo José Cela;727 - Farmacia;..
Ambos Sexos;Camilo José Cela;762 - Trabajo social y orientación;..
Ambos Sexos;Camilo José Cela;Total Servicios;340
Ambos Sexos;Camilo José Cela;811 - Hostelería;..
Ambos Sexos;Camilo José Cela;812 - Viajes, turismo y ocio;..
Ambos Sexos;Camilo José Cela;813 - Deportes;264
Ambos Sexos;Camilo José Cela;840 - Servicios de transporte;76
Ambos Sexos;Camilo José Cela;851 - Control y tecnología medioambiental;..
Ambos Sexos;Cardenal Herrera-CEU;Total Ámbito;6.409
Ambos Sexos;Cardenal Herrera-CEU;Total Educación;1.031
Ambos Sexos;Cardenal Herrera-CEU;140 - Formación de personal docente y ciencias de la educación;..
Ambos Sexos;Cardenal Herrera-CEU;142 - Ciencias de la educación;..
Ambos Sexos;Cardenal Herrera-CEU;143 - Formación de docentes de enseñanza infantil;440
Ambos Sexos;Cardenal Herrera-CEU;144 - Formación de docentes de enseñanza primaria;591
Ambos Sexos;Cardenal Herrera-CEU;145 - Formación de docentes de enseñanza de temas especiales;..
Ambos Sexos;Cardenal Herrera-CEU;146 - Formación de docentes de formación profesional;..
Ambos Sexos;Cardenal Herrera-CEU;Total Artes y humanidades;208
Ambos Sexos;Cardenal Herrera-CEU;211 - Bellas artes;..
Ambos Sexos;Cardenal Herrera-CEU;212 - Música y artes del espectáculo;..
Ambos Sexos;Cardenal Herrera-CEU;213 - Técnicas audiovisuales y medios de comunicación;208
Ambos Sexos;Cardenal Herrera-CEU;214 - Diseño;..
Ambos Sexos;Cardenal Herrera-CEU;220 - Humanidades;..
Ambos Sexos;Cardenal Herrera-CEU;221 - Religión;..
Ambos Sexos;Cardenal Herrera-CEU;222 - Lenguas extranjeras;..
Ambos Sexos;Cardenal Herrera-CEU;223 - Lenguas y dialectos españoles;..
Ambos Sexos;Cardenal Herrera-CEU;225 - Historia y arqueología;..
Ambos Sexos;Cardenal Herrera-CEU;226 - Filosofía y ética;..
Ambos Sexos;Cardenal Herrera-CEU;Total Ciencias sociales, educación comercial y derecho;979
Ambos Sexos;Cardenal Herrera-CEU;311 - Psicología;..
Ambos Sexos;Cardenal Herrera-CEU;312 - Sociología, antropología y geografía social y cultural;..
Ambos Sexos;Cardenal Herrera-CEU;313 - Ciencias políticas;60
Ambos Sexos;Cardenal Herrera-CEU;314 - Economía;..
Ambos Sexos;Cardenal Herrera-CEU;320 - Periodismo e información;..
Ambos Sexos;Cardenal Herrera-CEU;321 - Periodismo;260
Ambos Sexos;Cardenal Herrera-CEU;322 - Biblioteconomía, documentación y archivos;..
Ambos Sexos;Cardenal Herrera-CEU;342 - Marketing y publicidad;321
Ambos Sexos;Cardenal Herrera-CEU;343 - Finanzas, banca y seguros;..
Ambos Sexos;Cardenal Herrera-CEU;345 - Administración y gestión de empresas;309
Ambos Sexos;Cardenal Herrera-CEU;380 - Derecho;29
Ambos Sexos;Cardenal Herrera-CEU;Total Ciencias;18
Ambos Sexos;Cardenal Herrera-CEU;421 - Biología y Bioquímica;..
Ambos Sexos;Cardenal Herrera-CEU;422 - Ciencias del medio ambiente;..
Ambos Sexos;Cardenal Herrera-CEU;442 - Química;..
Ambos Sexos;Cardenal Herrera-CEU;443 - Geología y meteorología;..
Ambos Sexos;Cardenal Herrera-CEU;462 - Estadística;..
Ambos Sexos;Cardenal Herrera-CEU;481 - Ciencias de la computación;18
Ambos Sexos;Cardenal Herrera-CEU;Total Ingeniería, industria y construcción;331
Ambos Sexos;Cardenal Herrera-CEU;520 - Ingeniería y profesiones afines;..
Ambos Sexos;Cardenal Herrera-CEU;521 - Mecánica y metalurgia;89
Ambos Sexos;Cardenal Herrera-CEU;522 - Electricidad y energía;..
Ambos Sexos;Cardenal Herrera-CEU;523 - Electrónica y automática;..
Ambos Sexos;Cardenal Herrera-CEU;524 - Procesos químicos;..
Ambos Sexos;Cardenal Herrera-CEU;525 - Vehículos de motor, barcos y aeronaves;..
Ambos Sexos;Cardenal Herrera-CEU;541 - Industria de la alimentación;..
Ambos Sexos;Cardenal Herrera-CEU;544 - Minería y extracción;..
Ambos Sexos;Cardenal Herrera-CEU;581 - Arquitectura y urbanismo;242
Ambos Sexos;Cardenal Herrera-CEU;582 - Construcción e ingeniería civil;..
Ambos Sexos;Cardenal Herrera-CEU;Total Agricultura y veterinaria;922
Ambos Sexos;Cardenal Herrera-CEU;621 - Producción agrícola y explotación ganadera;..
Ambos Sexos;Cardenal Herrera-CEU;623 - Silvicultura;..
Ambos Sexos;Cardenal Herrera-CEU;641 - Veterinaria;922
Ambos Sexos;Cardenal Herrera-CEU;Total Salud y servicios sociales;2.920
Ambos Sexos;Cardenal Herrera-CEU;720 - Salud;..
Ambos Sexos;Cardenal Herrera-CEU;721 - Medicina;509
Ambos Sexos;Cardenal Herrera-CEU;723 - Enfermería y atención a enfermos;916
Ambos Sexos;Cardenal Herrera-CEU;724 - Estudios dentales;620
Ambos Sexos;Cardenal Herrera-CEU;725 - Tecnología de diagnóstico y tratamiento médico;7
Ambos Sexos;Cardenal Herrera-CEU;726 - Terapia y rehabilitación;584
Ambos Sexos;Cardenal Herrera-CEU;727 - Farmacia;284
Ambos Sexos;Cardenal Herrera-CEU;762 - Trabajo social y orientación;..
Ambos Sexos;Cardenal Herrera-CEU;Total Servicios;..
Ambos Sexos;Cardenal Herrera-CEU;811 - Hostelería;..
Ambos Sexos;Cardenal Herrera-CEU;812 - Viajes, turismo y ocio;..
Ambos Sexos;Cardenal Herrera-CEU;813 - Deportes;..
Ambos Sexos;Cardenal Herrera-CEU;840 - Servicios de transporte;..
Ambos Sexos;Cardenal Herrera-CEU;851 - Control y tecnología medioambiental;..
Ambos Sexos;Católica de Valencia San Vicente Mártir;Total Ámbito;9.403
Ambos Sexos;Católica de Valencia San Vicente Mártir;Total Educación;2.881
Ambos Sexos;Católica de Valencia San Vicente Mártir;140 - Formación de personal docente y ciencias de la educación;926
Ambos Sexos;Católica de Valencia San Vicente Mártir;142 - Ciencias de la educación;196
Ambos Sexos;Católica de Valencia San Vicente Mártir;143 - Formación de docentes de enseñanza infantil;619
Ambos Sexos;Católica de Valencia San Vicente Mártir;144 - Formación de docentes de enseñanza primaria;1.079
Ambos Sexos;Católica de Valencia San Vicente Mártir;145 - Formación de docentes de enseñanza de temas especiales;14
Ambos Sexos;Católica de Valencia San Vicente Mártir;146 - Formación de docentes de formación profesional;47
Ambos Sexos;Católica de Valencia San Vicente Mártir;Total Artes y humanidades;134
Ambos Sexos;Católica de Valencia San Vicente Mártir;211 - Bellas artes;..
Ambos Sexos;Católica de Valencia San Vicente Mártir;212 - Música y artes del espectáculo;..
Ambos Sexos;Católica de Valencia San Vicente Mártir;213 - Técnicas audiovisuales y medios de comunicación;99
Ambos Sexos;Católica de Valencia San Vicente Mártir;214 - Diseño;..
Ambos Sexos;Católica de Valencia San Vicente Mártir;220 - Humanidades;..
Ambos Sexos;Católica de Valencia San Vicente Mártir;221 - Religión;..
Ambos Sexos;Católica de Valencia San Vicente Mártir;222 - Lenguas extranjeras;..
Ambos Sexos;Católica de Valencia San Vicente Mártir;223 - Lenguas y dialectos españoles;..
Ambos Sexos;Católica de Valencia San Vicente Mártir;225 - Historia y arqueología;..
Ambos Sexos;Católica de Valencia San Vicente Mártir;226 - Filosofía y ética;35
Ambos Sexos;Católica de Valencia San Vicente Mártir;Total Ciencias sociales, educación comercial y derecho;1.261
Ambos Sexos;Católica de Valencia San Vicente Mártir;311 - Psicología;403
Ambos Sexos;Católica de Valencia San Vicente Mártir;312 - Sociología, antropología y geografía social y cultural;25
Ambos Sexos;Católica de Valencia San Vicente Mártir;313 - Ciencias políticas;..
Ambos Sexos;Católica de Valencia San Vicente Mártir;314 - Economía;10
Ambos Sexos;Católica de Valencia San Vicente Mártir;320 - Periodismo e información;..
Ambos Sexos;Católica de Valencia San Vicente Mártir;321 - Periodismo;..
Ambos Sexos;Católica de Valencia San Vicente Mártir;322 - Biblioteconomía, documentación y archivos;..
Ambos Sexos;Católica de Valencia San Vicente Mártir;342 - Marketing y publicidad;..
Ambos Sexos;Católica de Valencia San Vicente Mártir;343 - Finanzas, banca y seguros;..
Ambos Sexos;Católica de Valencia San Vicente Mártir;345 - Administración y gestión de empresas;386
Ambos Sexos;Católica de Valencia San Vicente Mártir;380 - Derecho;437
Ambos Sexos;Católica de Valencia San Vicente Mártir;Total Ciencias;129
Ambos Sexos;Católica de Valencia San Vicente Mártir;421 - Biología y Bioquímica;..
Ambos Sexos;Católica de Valencia San Vicente Mártir;422 - Ciencias del medio ambiente;..
Ambos Sexos;Católica de Valencia San Vicente Mártir;442 - Química;..
Ambos Sexos;Católica de Valencia San Vicente Mártir;443 - Geología y meteorología;129
Ambos Sexos;Católica de Valencia San Vicente Mártir;462 - Estadística;..
Ambos Sexos;Católica de Valencia San Vicente Mártir;481 - Ciencias de la computación;..
Ambos Sexos;Católica de Valencia San Vicente Mártir;Total Ingeniería, industria y construcción;166
Ambos Sexos;Católica de Valencia San Vicente Mártir;520 - Ingeniería y profesiones afines;..
Ambos Sexos;Católica de Valencia San Vicente Mártir;521 - Mecánica y metalurgia;..
Ambos Sexos;Católica de Valencia San Vicente Mártir;522 - Electricidad y energía;..
Ambos Sexos;Católica de Valencia San Vicente Mártir;523 - Electrónica y automática;..
Ambos Sexos;Católica de Valencia San Vicente Mártir;524 - Procesos químicos;166
Ambos Sexos;Católica de Valencia San Vicente Mártir;525 - Vehículos de motor, barcos y aeronaves;..
Ambos Sexos;Católica de Valencia San Vicente Mártir;541 - Industria de la alimentación;..
Ambos Sexos;Católica de Valencia San Vicente Mártir;544 - Minería y extracción;..
Ambos Sexos;Católica de Valencia San Vicente Mártir;581 - Arquitectura y urbanismo;..
Ambos Sexos;Católica de Valencia San Vicente Mártir;582 - Construcción e ingeniería civil;..
Ambos Sexos;Católica de Valencia San Vicente Mártir;Total Agricultura y veterinaria;233
Ambos Sexos;Católica de Valencia San Vicente Mártir;621 - Producción agrícola y explotación ganadera;..
Ambos Sexos;Católica de Valencia San Vicente Mártir;623 - Silvicultura;..
Ambos Sexos;Católica de Valencia San Vicente Mártir;641 - Veterinaria;233
Ambos Sexos;Católica de Valencia San Vicente Mártir;Total Salud y servicios sociales;3.286
Ambos Sexos;Católica de Valencia San Vicente Mártir;720 - Salud;2
Ambos Sexos;Católica de Valencia San Vicente Mártir;721 - Medicina;748
Ambos Sexos;Católica de Valencia San Vicente Mártir;723 - Enfermería y atención a enfermos;1.504
Ambos Sexos;Católica de Valencia San Vicente Mártir;724 - Estudios dentales;342
Ambos Sexos;Católica de Valencia San Vicente Mártir;725 - Tecnología de diagnóstico y tratamiento médico;..
Ambos Sexos;Católica de Valencia San Vicente Mártir;726 - Terapia y rehabilitación;682
Ambos Sexos;Católica de Valencia San Vicente Mártir;727 - Farmacia;..
Ambos Sexos;Católica de Valencia San Vicente Mártir;762 - Trabajo social y orientación;8
Ambos Sexos;Católica de Valencia San Vicente Mártir;Total Servicios;1.313
Ambos Sexos;Católica de Valencia San Vicente Mártir;811 - Hostelería;..
Ambos Sexos;Católica de Valencia San Vicente Mártir;812 - Viajes, turismo y ocio;..
Ambos Sexos;Católica de Valencia San Vicente Mártir;813 - Deportes;1.313
Ambos Sexos;Católica de Valencia San Vicente Mártir;840 - Servicios de transporte;..
Ambos Sexos;Católica de Valencia San Vicente Mártir;851 - Control y tecnología medioambiental;..
Ambos Sexos;Católica San Antonio;Total Ámbito;9.401
Ambos Sexos;Católica San Antonio;Total Educación;2.068
Ambos Sexos;Católica San Antonio;140 - Formación de personal docente y ciencias de la educación;..
Ambos Sexos;Católica San Antonio;142 - Ciencias de la educación;..
Ambos Sexos;Católica San Antonio;143 - Formación de docentes de enseñanza infantil;890
Ambos Sexos;Católica San Antonio;144 - Formación de docentes de enseñanza primaria;1.178
Ambos Sexos;Católica San Antonio;145 - Formación de docentes de enseñanza de temas especiales;..
Ambos Sexos;Católica San Antonio;146 - Formación de docentes de formación profesional;..
Ambos Sexos;Católica San Antonio;Total Artes y humanidades;167
Ambos Sexos;Católica San Antonio;211 - Bellas artes;..
Ambos Sexos;Católica San Antonio;212 - Música y artes del espectáculo;..
Ambos Sexos;Católica San Antonio;213 - Técnicas audiovisuales y medios de comunicación;154
Ambos Sexos;Católica San Antonio;214 - Diseño;..
Ambos Sexos;Católica San Antonio;220 - Humanidades;..
Ambos Sexos;Católica San Antonio;221 - Religión;..
Ambos Sexos;Católica San Antonio;222 - Lenguas extranjeras;13
Ambos Sexos;Católica San Antonio;223 - Lenguas y dialectos españoles;..
Ambos Sexos;Católica San Antonio;225 - Historia y arqueología;..
Ambos Sexos;Católica San Antonio;226 - Filosofía y ética;..
Ambos Sexos;Católica San Antonio;Total Ciencias sociales, educación comercial y derecho;1.840
Ambos Sexos;Católica San Antonio;311 - Psicología;384
Ambos Sexos;Católica San Antonio;312 - Sociología, antropología y geografía social y cultural;336
Ambos Sexos;Católica San Antonio;313 - Ciencias políticas;..
Ambos Sexos;Católica San Antonio;314 - Economía;..
Ambos Sexos;Católica San Antonio;320 - Periodismo e información;..
Ambos Sexos;Católica San Antonio;321 - Periodismo;158
Ambos Sexos;Católica San Antonio;322 - Biblioteconomía, documentación y archivos;..
Ambos Sexos;Católica San Antonio;342 - Marketing y publicidad;140
Ambos Sexos;Católica San Antonio;343 - Finanzas, banca y seguros;..
Ambos Sexos;Católica San Antonio;345 - Administración y gestión de empresas;369
Ambos Sexos;Católica San Antonio;380 - Derecho;453
Ambos Sexos;Católica San Antonio;Total Ciencias;344
Ambos Sexos;Católica San Antonio;421 - Biología y Bioquímica;..
Ambos Sexos;Católica San Antonio;422 - Ciencias del medio ambiente;..
Ambos Sexos;Católica San Antonio;442 - Química;..
Ambos Sexos;Católica San Antonio;443 - Geología y meteorología;..
Ambos Sexos;Católica San Antonio;462 - Estadística;..
Ambos Sexos;Católica San Antonio;481 - Ciencias de la computación;344
Ambos Sexos;Católica San Antonio;Total Ingeniería, industria y construcción;960
Ambos Sexos;Católica San Antonio;520 - Ingeniería y profesiones afines;..
Ambos Sexos;Católica San Antonio;521 - Mecánica y metalurgia;..
Ambos Sexos;Católica San Antonio;522 - Electricidad y energía;..
Ambos Sexos;Católica San Antonio;523 - Electrónica y automática;97
Ambos Sexos;Católica San Antonio;524 - Procesos químicos;..
Ambos Sexos;Católica San Antonio;525 - Vehículos de motor, barcos y aeronaves;..
Ambos Sexos;Católica San Antonio;541 - Industria de la alimentación;100
Ambos Sexos;Católica San Antonio;544 - Minería y extracción;..
Ambos Sexos;Católica San Antonio;581 - Arquitectura y urbanismo;412
Ambos Sexos;Católica San Antonio;582 - Construcción e ingeniería civil;351
Ambos Sexos;Católica San Antonio;Total Agricultura y veterinaria;..
Ambos Sexos;Católica San Antonio;621 - Producción agrícola y explotación ganadera;..
Ambos Sexos;Católica San Antonio;623 - Silvicultura;..
Ambos Sexos;Católica San Antonio;641 - Veterinaria;..
Ambos Sexos;Católica San Antonio;Total Salud y servicios sociales;2.719
Ambos Sexos;Católica San Antonio;720 - Salud;..
Ambos Sexos;Católica San Antonio;721 - Medicina;253
Ambos Sexos;Católica San Antonio;723 - Enfermería y atención a enfermos;1.346
Ambos Sexos;Católica San Antonio;724 - Estudios dentales;..
Ambos Sexos;Católica San Antonio;725 - Tecnología de diagnóstico y tratamiento médico;..
Ambos Sexos;Católica San Antonio;726 - Terapia y rehabilitación;1.034
Ambos Sexos;Católica San Antonio;727 - Farmacia;86
Ambos Sexos;Católica San Antonio;762 - Trabajo social y orientación;..
Ambos Sexos;Católica San Antonio;Total Servicios;1.303
Ambos Sexos;Católica San Antonio;811 - Hostelería;29
Ambos Sexos;Católica San Antonio;812 - Viajes, turismo y ocio;233
Ambos Sexos;Católica San Antonio;813 - Deportes;1.041
Ambos Sexos;Católica San Antonio;840 - Servicios de transporte;..
Ambos Sexos;Católica San Antonio;851 - Control y tecnología medioambiental;..
Ambos Sexos;Católica Santa Teresa de Jesús de Ávila;Total Ámbito;2.413
Ambos Sexos;Católica Santa Teresa de Jesús de Ávila;Total Educación;..
Ambos Sexos;Católica Santa Teresa de Jesús de Ávila;140 - Formación de personal docente y ciencias de la educación;..
Ambos Sexos;Católica Santa Teresa de Jesús de Ávila;142 - Ciencias de la educación;..
Ambos Sexos;Católica Santa Teresa de Jesús de Ávila;143 - Formación de docentes de enseñanza infantil;..
Ambos Sexos;Católica Santa Teresa de Jesús de Ávila;144 - Formación de docentes de enseñanza primaria;..
