Tipo de universidad;Comunidad Autónoma;Nacionalidad (regiones);Sexo;Total
Universidades Privadas;Asturias (Principado de);Unión Europea (28);Ambos sexos;..
Universidades Privadas;Asturias (Principado de);Unión Europea (28);Mujeres;..
Universidades Privadas;Asturias (Principado de);Unión Europea (28);Hombres;..
Universidades Privadas;Asturias (Principado de);Resto de Europa;Ambos sexos;..
Universidades Privadas;Asturias (Principado de);Resto de Europa;Mujeres;..
Universidades Privadas;Asturias (Principado de);Resto de Europa;Hombres;..
Universidades Privadas;Asturias (Principado de);EE.UU. y Canadá;Ambos sexos;..
Universidades Privadas;Asturias (Principado de);EE.UU. y Canadá;Mujeres;..
Universidades Privadas;Asturias (Principado de);EE.UU. y Canadá;Hombres;..
Universidades Privadas;Asturias (Principado de);América Latina y Caribe;Ambos sexos;..
Universidades Privadas;Asturias (Principado de);América Latina y Caribe;Mujeres;..
Universidades Privadas;Asturias (Principado de);América Latina y Caribe;Hombres;..
Universidades Privadas;Asturias (Principado de);Norte de África;Ambos sexos;..
Universidades Privadas;Asturias (Principado de);Norte de África;Mujeres;..
Universidades Privadas;Asturias (Principado de);Norte de África;Hombres;..
Universidades Privadas;Asturias (Principado de);Resto de África;Ambos sexos;..
Universidades Privadas;Asturias (Principado de);Resto de África;Mujeres;..
Universidades Privadas;Asturias (Principado de);Resto de África;Hombres;..
Universidades Privadas;Asturias (Principado de);Asia y Oceanía;Ambos sexos;..
Universidades Privadas;Asturias (Principado de);Asia y Oceanía;Mujeres;..
Universidades Privadas;Asturias (Principado de);Asia y Oceanía;Hombres;..
Universidades Privadas;Balears (Illes);Total;Ambos sexos;..
Universidades Privadas;Balears (Illes);Total;Mujeres;..
Universidades Privadas;Balears (Illes);Total;Hombres;..
Universidades Privadas;Balears (Illes);España;Ambos sexos;..
Universidades Privadas;Balears (Illes);España;Mujeres;..
Universidades Privadas;Balears (Illes);España;Hombres;..
Universidades Privadas;Balears (Illes);Unión Europea (28);Ambos sexos;..
Universidades Privadas;Balears (Illes);Unión Europea (28);Mujeres;..
Universidades Privadas;Balears (Illes);Unión Europea (28);Hombres;..
Universidades Privadas;Balears (Illes);Resto de Europa;Ambos sexos;..
Universidades Privadas;Balears (Illes);Resto de Europa;Mujeres;..
Universidades Privadas;Balears (Illes);Resto de Europa;Hombres;..
Universidades Privadas;Balears (Illes);EE.UU. y Canadá;Ambos sexos;..
Universidades Privadas;Balears (Illes);EE.UU. y Canadá;Mujeres;..
Universidades Privadas;Balears (Illes);EE.UU. y Canadá;Hombres;..
Universidades Privadas;Balears (Illes);América Latina y Caribe;Ambos sexos;..
Universidades Privadas;Balears (Illes);América Latina y Caribe;Mujeres;..
Universidades Privadas;Balears (Illes);América Latina y Caribe;Hombres;..
Universidades Privadas;Balears (Illes);Norte de África;Ambos sexos;..
Universidades Privadas;Balears (Illes);Norte de África;Mujeres;..
Universidades Privadas;Balears (Illes);Norte de África;Hombres;..
Universidades Privadas;Balears (Illes);Resto de África;Ambos sexos;..
Universidades Privadas;Balears (Illes);Resto de África;Mujeres;..
Universidades Privadas;Balears (Illes);Resto de África;Hombres;..
Universidades Privadas;Balears (Illes);Asia y Oceanía;Ambos sexos;..
Universidades Privadas;Balears (Illes);Asia y Oceanía;Mujeres;..
Universidades Privadas;Balears (Illes);Asia y Oceanía;Hombres;..
Universidades Privadas;Canarias;Total;Ambos sexos;160
Universidades Privadas;Canarias;Total;Mujeres;77
Universidades Privadas;Canarias;Total;Hombres;83
Universidades Privadas;Canarias;España;Ambos sexos;155
Universidades Privadas;Canarias;España;Mujeres;75
Universidades Privadas;Canarias;España;Hombres;80
Universidades Privadas;Canarias;Unión Europea (28);Ambos sexos;2
Universidades Privadas;Canarias;Unión Europea (28);Mujeres;..
Universidades Privadas;Canarias;Unión Europea (28);Hombres;2
Universidades Privadas;Canarias;Resto de Europa;Ambos sexos;..
Universidades Privadas;Canarias;Resto de Europa;Mujeres;..
Universidades Privadas;Canarias;Resto de Europa;Hombres;..
Universidades Privadas;Canarias;EE.UU. y Canadá;Ambos sexos;1
Universidades Privadas;Canarias;EE.UU. y Canadá;Mujeres;..
Universidades Privadas;Canarias;EE.UU. y Canadá;Hombres;1
Universidades Privadas;Canarias;América Latina y Caribe;Ambos sexos;2
Universidades Privadas;Canarias;América Latina y Caribe;Mujeres;2
Universidades Privadas;Canarias;América Latina y Caribe;Hombres;..
Universidades Privadas;Canarias;Norte de África;Ambos sexos;..
Universidades Privadas;Canarias;Norte de África;Mujeres;..
Universidades Privadas;Canarias;Norte de África;Hombres;..
Universidades Privadas;Canarias;Resto de África;Ambos sexos;..
Universidades Privadas;Canarias;Resto de África;Mujeres;..
Universidades Privadas;Canarias;Resto de África;Hombres;..
Universidades Privadas;Canarias;Asia y Oceanía;Ambos sexos;..
Universidades Privadas;Canarias;Asia y Oceanía;Mujeres;..
Universidades Privadas;Canarias;Asia y Oceanía;Hombres;..
Universidades Privadas;Cantabria;Total;Ambos sexos;342
Universidades Privadas;Cantabria;Total;Mujeres;143
Universidades Privadas;Cantabria;Total;Hombres;199
Universidades Privadas;Cantabria;España;Ambos sexos;331
Universidades Privadas;Cantabria;España;Mujeres;141
Universidades Privadas;Cantabria;España;Hombres;190
Universidades Privadas;Cantabria;Unión Europea (28);Ambos sexos;4
Universidades Privadas;Cantabria;Unión Europea (28);Mujeres;2
Universidades Privadas;Cantabria;Unión Europea (28);Hombres;2
Universidades Privadas;Cantabria;Resto de Europa;Ambos sexos;1
Universidades Privadas;Cantabria;Resto de Europa;Mujeres;..
Universidades Privadas;Cantabria;Resto de Europa;Hombres;1
Universidades Privadas;Cantabria;EE.UU. y Canadá;Ambos sexos;..
Universidades Privadas;Cantabria;EE.UU. y Canadá;Mujeres;..
Universidades Privadas;Cantabria;EE.UU. y Canadá;Hombres;..
Universidades Privadas;Cantabria;América Latina y Caribe;Ambos sexos;6
Universidades Privadas;Cantabria;América Latina y Caribe;Mujeres;..
Universidades Privadas;Cantabria;América Latina y Caribe;Hombres;6
Universidades Privadas;Cantabria;Norte de África;Ambos sexos;..
Universidades Privadas;Cantabria;Norte de África;Mujeres;..
Universidades Privadas;Cantabria;Norte de África;Hombres;..
Universidades Privadas;Cantabria;Resto de África;Ambos sexos;..
Universidades Privadas;Cantabria;Resto de África;Mujeres;..
Universidades Privadas;Cantabria;Resto de África;Hombres;..
Universidades Privadas;Cantabria;Asia y Oceanía;Ambos sexos;..
Universidades Privadas;Cantabria;Asia y Oceanía;Mujeres;..
Universidades Privadas;Cantabria;Asia y Oceanía;Hombres;..
Universidades Privadas;Castilla - La Mancha;Total;Ambos sexos;..
Universidades Privadas;Castilla - La Mancha;Total;Mujeres;..
Universidades Privadas;Castilla - La Mancha;Total;Hombres;..
Universidades Privadas;Castilla - La Mancha;España;Ambos sexos;..
Universidades Privadas;Castilla - La Mancha;España;Mujeres;..
Universidades Privadas;Castilla - La Mancha;España;Hombres;..
Universidades Privadas;Castilla - La Mancha;Unión Europea (28);Ambos sexos;..
Universidades Privadas;Castilla - La Mancha;Unión Europea (28);Mujeres;..
Universidades Privadas;Castilla - La Mancha;Unión Europea (28);Hombres;..
Universidades Privadas;Castilla - La Mancha;Resto de Europa;Ambos sexos;..
Universidades Privadas;Castilla - La Mancha;Resto de Europa;Mujeres;..
Universidades Privadas;Castilla - La Mancha;Resto de Europa;Hombres;..
Universidades Privadas;Castilla - La Mancha;EE.UU. y Canadá;Ambos sexos;..
Universidades Privadas;Castilla - La Mancha;EE.UU. y Canadá;Mujeres;..
Universidades Privadas;Castilla - La Mancha;EE.UU. y Canadá;Hombres;..
Universidades Privadas;Castilla - La Mancha;América Latina y Caribe;Ambos sexos;..
Universidades Privadas;Castilla - La Mancha;América Latina y Caribe;Mujeres;..
Universidades Privadas;Castilla - La Mancha;América Latina y Caribe;Hombres;..
Universidades Privadas;Castilla - La Mancha;Norte de África;Ambos sexos;..
Universidades Privadas;Castilla - La Mancha;Norte de África;Mujeres;..
Universidades Privadas;Castilla - La Mancha;Norte de África;Hombres;..
Universidades Privadas;Castilla - La Mancha;Resto de África;Ambos sexos;..
Universidades Privadas;Castilla - La Mancha;Resto de África;Mujeres;..
Universidades Privadas;Castilla - La Mancha;Resto de África;Hombres;..
Universidades Privadas;Castilla - La Mancha;Asia y Oceanía;Ambos sexos;..
Universidades Privadas;Castilla - La Mancha;Asia y Oceanía;Mujeres;..
Universidades Privadas;Castilla - La Mancha;Asia y Oceanía;Hombres;..
Universidades Privadas;Castilla y León;Total;Ambos sexos;12.164
Universidades Privadas;Castilla y León;Total;Mujeres;6.391
Universidades Privadas;Castilla y León;Total;Hombres;5.773
Universidades Privadas;Castilla y León;España;Ambos sexos;11.464
Universidades Privadas;Castilla y León;España;Mujeres;6.074
Universidades Privadas;Castilla y León;España;Hombres;5.390
Universidades Privadas;Castilla y León;Unión Europea (28);Ambos sexos;409
Universidades Privadas;Castilla y León;Unión Europea (28);Mujeres;183
Universidades Privadas;Castilla y León;Unión Europea (28);Hombres;226
Universidades Privadas;Castilla y León;Resto de Europa;Ambos sexos;79
Universidades Privadas;Castilla y León;Resto de Europa;Mujeres;33
Universidades Privadas;Castilla y León;Resto de Europa;Hombres;46
Universidades Privadas;Castilla y León;EE.UU. y Canadá;Ambos sexos;20
Universidades Privadas;Castilla y León;EE.UU. y Canadá;Mujeres;7
Universidades Privadas;Castilla y León;EE.UU. y Canadá;Hombres;13
Universidades Privadas;Castilla y León;América Latina y Caribe;Ambos sexos;87
Universidades Privadas;Castilla y León;América Latina y Caribe;Mujeres;43
Universidades Privadas;Castilla y León;América Latina y Caribe;Hombres;44
Universidades Privadas;Castilla y León;Norte de África;Ambos sexos;47
Universidades Privadas;Castilla y León;Norte de África;Mujeres;24
Universidades Privadas;Castilla y León;Norte de África;Hombres;23
Universidades Privadas;Castilla y León;Resto de África;Ambos sexos;7
Universidades Privadas;Castilla y León;Resto de África;Mujeres;4
Universidades Privadas;Castilla y León;Resto de África;Hombres;3
Universidades Privadas;Castilla y León;Asia y Oceanía;Ambos sexos;51
Universidades Privadas;Castilla y León;Asia y Oceanía;Mujeres;23
Universidades Privadas;Castilla y León;Asia y Oceanía;Hombres;28
Universidades Privadas;Cataluña;Total;Ambos sexos;56.257
Universidades Privadas;Cataluña;Total;Mujeres;30.300
Universidades Privadas;Cataluña;Total;Hombres;25.957
Universidades Privadas;Cataluña;España;Ambos sexos;54.185
Universidades Privadas;Cataluña;España;Mujeres;29.134
Universidades Privadas;Cataluña;España;Hombres;25.051
Universidades Privadas;Cataluña;Unión Europea (28);Ambos sexos;1.096
Universidades Privadas;Cataluña;Unión Europea (28);Mujeres;580
Universidades Privadas;Cataluña;Unión Europea (28);Hombres;516
Universidades Privadas;Cataluña;Resto de Europa;Ambos sexos;446
Universidades Privadas;Cataluña;Resto de Europa;Mujeres;244
Universidades Privadas;Cataluña;Resto de Europa;Hombres;202
Universidades Privadas;Cataluña;EE.UU. y Canadá;Ambos sexos;25
Universidades Privadas;Cataluña;EE.UU. y Canadá;Mujeres;14
Universidades Privadas;Cataluña;EE.UU. y Canadá;Hombres;11
Universidades Privadas;Cataluña;América Latina y Caribe;Ambos sexos;347
Universidades Privadas;Cataluña;América Latina y Caribe;Mujeres;229
Universidades Privadas;Cataluña;América Latina y Caribe;Hombres;118
Universidades Privadas;Cataluña;Norte de África;Ambos sexos;73
Universidades Privadas;Cataluña;Norte de África;Mujeres;48
Universidades Privadas;Cataluña;Norte de África;Hombres;25
Universidades Privadas;Cataluña;Resto de África;Ambos sexos;11
Universidades Privadas;Cataluña;Resto de África;Mujeres;8
Universidades Privadas;Cataluña;Resto de África;Hombres;3
Universidades Privadas;Cataluña;Asia y Oceanía;Ambos sexos;74
Universidades Privadas;Cataluña;Asia y Oceanía;Mujeres;43
Universidades Privadas;Cataluña;Asia y Oceanía;Hombres;31
Universidades Privadas;Comunitat Valenciana;Total;Ambos sexos;17.137
Universidades Privadas;Comunitat Valenciana;Total;Mujeres;10.471
Universidades Privadas;Comunitat Valenciana;Total;Hombres;6.666
Universidades Privadas;Comunitat Valenciana;España;Ambos sexos;15.774
Universidades Privadas;Comunitat Valenciana;España;Mujeres;9.687
Universidades Privadas;Comunitat Valenciana;España;Hombres;6.087
Universidades Privadas;Comunitat Valenciana;Unión Europea (28);Ambos sexos;951
Universidades Privadas;Comunitat Valenciana;Unión Europea (28);Mujeres;545
Universidades Privadas;Comunitat Valenciana;Unión Europea (28);Hombres;406
Universidades Privadas;Comunitat Valenciana;Resto de Europa;Ambos sexos;33
Universidades Privadas;Comunitat Valenciana;Resto de Europa;Mujeres;25
Universidades Privadas;Comunitat Valenciana;Resto de Europa;Hombres;8
Universidades Privadas;Comunitat Valenciana;EE.UU. y Canadá;Ambos sexos;10
Universidades Privadas;Comunitat Valenciana;EE.UU. y Canadá;Mujeres;4
Universidades Privadas;Comunitat Valenciana;EE.UU. y Canadá;Hombres;6
Universidades Privadas;Comunitat Valenciana;América Latina y Caribe;Ambos sexos;93
Universidades Privadas;Comunitat Valenciana;América Latina y Caribe;Mujeres;69
Universidades Privadas;Comunitat Valenciana;América Latina y Caribe;Hombres;24
Universidades Privadas;Comunitat Valenciana;Norte de África;Ambos sexos;51
Universidades Privadas;Comunitat Valenciana;Norte de África;Mujeres;33
Universidades Privadas;Comunitat Valenciana;Norte de África;Hombres;18
Universidades Privadas;Comunitat Valenciana;Resto de África;Ambos sexos;18
Universidades Privadas;Comunitat Valenciana;Resto de África;Mujeres;11
Universidades Privadas;Comunitat Valenciana;Resto de África;Hombres;7
Universidades Privadas;Comunitat Valenciana;Asia y Oceanía;Ambos sexos;207
Universidades Privadas;Comunitat Valenciana;Asia y Oceanía;Mujeres;97
Universidades Privadas;Comunitat Valenciana;Asia y Oceanía;Hombres;110
Universidades Privadas;Estado;Total;Ambos sexos;..
Universidades Privadas;Estado;Total;Mujeres;..
Universidades Privadas;Estado;Total;Hombres;..
Universidades Privadas;Estado;España;Ambos sexos;..
Universidades Privadas;Estado;España;Mujeres;..
Universidades Privadas;Estado;España;Hombres;..
Universidades Privadas;Estado;Unión Europea (28);Ambos sexos;..
Universidades Privadas;Estado;Unión Europea (28);Mujeres;..
Universidades Privadas;Estado;Unión Europea (28);Hombres;..
Universidades Privadas;Estado;Resto de Europa;Ambos sexos;..
Universidades Privadas;Estado;Resto de Europa;Mujeres;..
Universidades Privadas;Estado;Resto de Europa;Hombres;..
Universidades Privadas;Estado;EE.UU. y Canadá;Ambos sexos;..
Universidades Privadas;Estado;EE.UU. y Canadá;Mujeres;..
Universidades Privadas;Estado;EE.UU. y Canadá;Hombres;..
Universidades Privadas;Estado;América Latina y Caribe;Ambos sexos;..
Universidades Privadas;Estado;América Latina y Caribe;Mujeres;..
Universidades Privadas;Estado;América Latina y Caribe;Hombres;..
Universidades Privadas;Estado;Norte de África;Ambos sexos;..
Universidades Privadas;Estado;Norte de África;Mujeres;..
Universidades Privadas;Estado;Norte de África;Hombres;..
Universidades Privadas;Estado;Resto de África;Ambos sexos;..
Universidades Privadas;Estado;Resto de África;Mujeres;..
Universidades Privadas;Estado;Resto de África;Hombres;..
Universidades Privadas;Estado;Asia y Oceanía;Ambos sexos;..
Universidades Privadas;Estado;Asia y Oceanía;Mujeres;..
Universidades Privadas;Estado;Asia y Oceanía;Hombres;..
Universidades Privadas;Extremadura;Total;Ambos sexos;..
Universidades Privadas;Extremadura;Total;Mujeres;..
Universidades Privadas;Extremadura;Total;Hombres;..
Universidades Privadas;Extremadura;España;Ambos sexos;..
Universidades Privadas;Extremadura;España;Mujeres;..
Universidades Privadas;Extremadura;España;Hombres;..
Universidades Privadas;Extremadura;Unión Europea (28);Ambos sexos;..
Universidades Privadas;Extremadura;Unión Europea (28);Mujeres;..
Universidades Privadas;Extremadura;Unión Europea (28);Hombres;..
Universidades Privadas;Extremadura;Resto de Europa;Ambos sexos;..
Universidades Privadas;Extremadura;Resto de Europa;Mujeres;..
Universidades Privadas;Extremadura;Resto de Europa;Hombres;..
Universidades Privadas;Extremadura;EE.UU. y Canadá;Ambos sexos;..
Universidades Privadas;Extremadura;EE.UU. y Canadá;Mujeres;..
Universidades Privadas;Extremadura;EE.UU. y Canadá;Hombres;..
Universidades Privadas;Extremadura;América Latina y Caribe;Ambos sexos;..
Universidades Privadas;Extremadura;América Latina y Caribe;Mujeres;..
Universidades Privadas;Extremadura;América Latina y Caribe;Hombres;..
Universidades Privadas;Extremadura;Norte de África;Ambos sexos;..
Universidades Privadas;Extremadura;Norte de África;Mujeres;..
Universidades Privadas;Extremadura;Norte de África;Hombres;..
Universidades Privadas;Extremadura;Resto de África;Ambos sexos;..
Universidades Privadas;Extremadura;Resto de África;Mujeres;..
Universidades Privadas;Extremadura;Resto de África;Hombres;..
Universidades Privadas;Extremadura;Asia y Oceanía;Ambos sexos;..
Universidades Privadas;Extremadura;Asia y Oceanía;Mujeres;..
Universidades Privadas;Extremadura;Asia y Oceanía;Hombres;..
Universidades Privadas;Galicia;Total;Ambos sexos;..
Universidades Privadas;Galicia;Total;Mujeres;..
Universidades Privadas;Galicia;Total;Hombres;..
